page_number,sentence_chunk,chunk_char_count,chunk_word_count,chunk_token_count,embedding
0,1   IIPA2022 22 World Geography Short Answers PKP-03 by Dr Amit Kumar Singh,75,15,18.75,"[ 5.60791939e-02  7.36621842e-02  4.18552086e-02  4.62593138e-02
  3.48438919e-02 -6.75464869e-02 -2.61454452e-02  4.58213612e-02
 -5.43456413e-02 -1.42246345e-02  6.49044886e-02 -8.95976126e-02
  5.64267533e-03  1.62728950e-02 -3.95434760e-02 -3.47739607e-02
 -7.06034899e-02 -1.04110524e-01  1.89191829e-02 -7.29082227e-02
  4.04404178e-02  1.28937960e-02  2.03058422e-02  2.06782818e-02
 -4.59171683e-02  2.50555039e-03  7.98762515e-02  2.73566749e-02
  3.57336849e-02  3.18084806e-02 -1.43377548e-02  1.27127409e-01
 -9.29273758e-03  1.27280662e-02 -2.09326316e-02  4.36802134e-02
 -5.07539026e-02  1.80920102e-02  4.14019004e-02 -5.12634665e-02
  7.61922225e-02 -8.11126605e-02  1.19942784e-01  5.32350801e-02
  4.80341427e-02  2.71705817e-02 -2.95854025e-02  1.30932238e-02
 -1.25420868e-01 -2.75770412e-03 -3.05707678e-02 -3.36179766e-03
 -5.63284829e-02 -2.73642074e-02  1.65612511e-02 -3.74989286e-02
 -2.08811313e-02 -7.83033203e-03 -1.95503375e-03  2.32495014e-02
  8.61322209e-02 -7.02420920e-02 -6.75318018e-02 -2.68711392e-02
  1.38938442e-01 -2.04041712e-02 -5.83164804e-02  4.24219519e-02
 -6.23833425e-02 -2.76408205e-03 -4.04589288e-02  1.61488913e-02
 -1.49140821e-03 -2.35473048e-02  9.03768931e-03 -9.06344950e-02
 -8.09054226e-02  3.45611684e-02 -3.71933840e-02 -2.23522820e-02
  6.67783022e-02  5.44195957e-02  9.88108143e-02  1.99982729e-02
 -2.27084067e-02 -3.04760039e-02 -8.01019545e-04 -7.85332024e-02
 -3.81093100e-02 -9.44721550e-02  7.61787742e-02 -7.99786448e-02
 -4.06789128e-03  7.64770210e-02 -7.86175020e-03 -9.31702368e-03
  9.10312962e-03 -1.70345604e-02 -1.06643159e-02 -4.79039410e-03
  5.08805364e-02  8.21818504e-03 -4.43261564e-02  7.24076331e-02
 -5.02068140e-02  1.63023220e-03 -9.07005891e-02 -8.01579747e-03
 -6.95160031e-03  1.37837753e-02 -1.01399630e-01 -1.61738675e-02
 -3.46393585e-02 -5.10170758e-02  6.75896853e-02  3.12528685e-02
  1.80023760e-02  6.26559258e-02  5.97561384e-03  3.48249334e-03
 -1.04607381e-01 -2.45407876e-02 -6.21941723e-02  4.59977873e-02
 -2.55169794e-02  5.58930561e-02  1.11773759e-02  6.29197971e-33
  3.97746079e-02 -8.39466602e-02  3.45006660e-02  3.35434042e-02
 -1.82983913e-02 -1.48225958e-02 -3.21962312e-02 -9.19452086e-02
  8.77454598e-03 -4.41551302e-03 -1.14725800e-02 -2.96910964e-02
  1.92618463e-02  1.33462250e-02  4.34716344e-02 -3.91133726e-02
 -3.98053508e-03  9.20958444e-02 -1.25850448e-02  6.10442534e-02
  1.48723125e-02 -2.22059097e-02  6.45928644e-03 -8.22504908e-02
  7.42998719e-02  7.97838531e-03  2.08659060e-02 -4.48129214e-02
  1.96703710e-02  1.38298236e-02  1.87097024e-02 -8.04644302e-02
 -1.32905394e-01 -3.35048251e-02 -3.61803845e-02  7.19490228e-03
  3.23699205e-03 -5.63499965e-02 -6.44831657e-02 -3.59676220e-02
  1.89374518e-02  2.94278492e-03 -3.94683052e-03 -1.33228870e-02
  1.01786017e-01 -3.06036416e-03  6.25970773e-03  2.45898217e-02
  6.69066459e-02  9.24610943e-02 -6.13695532e-02  8.48233029e-02
 -7.30936378e-02 -8.31306651e-02  6.48657382e-02  2.30585579e-02
  5.87906828e-03 -1.78406760e-02 -3.04771196e-02  1.35971427e-01
  4.78835078e-03 -2.26663873e-02 -3.04594245e-02  1.77233778e-02
  4.17395085e-02  2.58514564e-03  1.04256365e-02 -5.45154279e-03
  2.24495251e-02  1.04944864e-02 -4.20380831e-02  2.59050019e-02
  1.01507649e-01  4.96579260e-02  3.10527533e-03  9.31868609e-03
 -5.92144963e-04  2.03355253e-02 -9.26218648e-03  4.76061106e-02
 -1.24866314e-01  5.38387708e-02 -4.55571041e-02 -4.32427377e-02
 -4.36685160e-02 -6.71789944e-02  2.69106273e-02 -1.08478397e-01
  4.68804240e-02 -3.32708210e-02 -7.37607256e-02  1.05556822e-03
  1.61300437e-03  4.80044521e-02 -2.89245043e-02 -8.86534623e-33
  1.49814701e-02 -2.86544003e-02 -6.57368377e-02 -3.09555158e-02
 -4.06566486e-02 -1.94252562e-02 -3.75514254e-02  1.11631840e-01
  1.68739948e-02  4.12434340e-02 -1.24525214e-02  6.79810718e-02
  9.58410054e-02  6.91001769e-03  1.53069384e-02 -6.97760433e-02
  8.55283961e-02  1.02255289e-02 -1.70915027e-03  3.28636803e-02
  6.15648627e-02  3.24692787e-03 -3.76959667e-02 -7.86950812e-02
 -6.33250251e-02  7.58896470e-02 -2.48859059e-02 -2.68716123e-02
 -3.20027731e-02  3.23540829e-02 -5.66082783e-02  1.36957159e-02
 -8.59982595e-02 -2.29270384e-02 -1.47698835e-01 -4.75838035e-02
 -4.23168689e-02 -7.78915286e-02 -1.76212788e-02  3.93292531e-02
  4.77612310e-04  4.92559783e-02  4.01067026e-02 -1.00579532e-02
 -4.25128713e-02 -3.25048482e-03 -4.05420986e-04  1.05191045e-01
  2.56502051e-02 -6.99184835e-02  2.87413560e-02  5.43487333e-02
  2.65047397e-03  4.41947393e-02  4.89005186e-02 -7.28992891e-05
 -1.10382050e-01  8.21240023e-02 -2.12983005e-02 -4.24887575e-02
 -6.66749722e-04  1.38748903e-02 -7.75028951e-03  5.14342599e-02
 -1.33338966e-03 -5.60731404e-02  4.57871743e-02  5.32562137e-02
  9.26701725e-02 -2.74235476e-02 -4.66188304e-02  3.47352102e-02
 -8.63652602e-02 -3.23062092e-02  5.13311848e-02  4.37496454e-02
  2.22289488e-02  3.42717916e-02  2.14682339e-04 -7.93741643e-02
 -4.43002954e-03 -1.90382148e-03 -4.30663815e-03  3.70735973e-02
  4.06137630e-02  8.11123569e-03  3.98499519e-02 -6.46331459e-02
  7.59744793e-02  3.66080627e-02 -4.04355489e-02  3.16018537e-02
 -9.94853526e-02 -1.76327322e-02 -3.75358984e-02 -3.36607577e-08
 -4.53563035e-03  3.31122093e-02 -2.28637774e-02  7.03245103e-02
 -7.94853494e-02 -2.51948871e-02  3.70258950e-02  9.03146788e-02
  2.44497485e-03  1.29148573e-01 -6.45621568e-02  3.11845671e-02
 -8.06941127e-04  3.54740839e-03  2.80432906e-02 -6.46682084e-02
 -5.98202497e-02  8.72042868e-03 -3.38699594e-02  7.99984485e-03
  4.79257219e-02 -1.63848214e-02  2.12875381e-02 -4.82002348e-02
  9.10581276e-03  2.68335309e-04  1.96959767e-02 -4.12238613e-02
  2.09886171e-02 -5.49384505e-02  3.71399783e-02  3.85197392e-03
 -4.37218510e-02 -9.47775226e-03 -8.96028243e-03  3.50836664e-02
  1.57994181e-02  3.61169130e-02 -3.17107402e-02 -4.32671942e-02
 -4.28278744e-02 -4.73782085e-02  3.94335277e-02  3.64105813e-02
  5.23584709e-02  1.35315042e-02  3.82249430e-02  1.98483560e-02
 -1.59518030e-02 -5.73017485e-02 -1.76400512e-01 -5.39531978e-03
  6.12546578e-02 -1.85261145e-02  4.49520350e-02  8.30803141e-02
 -2.67980564e-02 -4.24767919e-02  3.49113978e-02  1.10086456e-01
  3.61071005e-02 -2.17709746e-02 -1.24551371e-01  3.80865741e-03]"
1,"2 Contents 1. Origin of Solar System and Sun ........................................................................................................... 6 2. Stars, Sun & Planets ............................................................................................................................. 8 Sun Statistics ....................................................................................................................................... 8 Solar Eclipse ........................................................................................................................................ 9 Lunar Eclipse ....................................................................................................................................... 9 The Planets .......................................................................................................................................... 9 3. Latitudes and Longitudes ................................................................................................................... 11 Latitudes ........................................................................................................................................... 11 Heat Zones ........................................................................................................................................ 12 Longitudes ......................................................................................................................................... 13 Time Zones ........................................................................................................................................ 14 4. Motions of the Earth: Rotation and Revolution. ................................................................................15 Rotation ............................................................................................................................................ 15 The Coriolis Force. .............................................................................................................................15 Revolution ......................................................................................................................................... 15 Summer solstice ................................................................................................................................ 16 Winter solstice................................................................................................................................... 17 Equinox ............................................................................................................................................. 17 Effects of revolution .......................................................................................................................... 17 5. Geomorphic Processes: Endogenic Forces and Evolution of Landforms .............................................. 18 Endogenic Forces ............................................................................................................................... 18 Forces of Compression: ............................................................................................................... 20 Exogenic Forces ................................................................................................................................. 20 6. Origin of the Earth ............................................................................................................................. 21 7. Interior Structure of the Earth ........................................................................................................... 24 8.",3711,128,927.75,"[-7.53976032e-02  4.93803062e-02 -2.51827892e-02  2.35732403e-02
 -1.98360030e-02 -4.12990805e-03  5.98837025e-02  8.53418708e-02
 -2.53803818e-03  7.84222707e-02  5.45753874e-02 -5.76953217e-02
  6.58169836e-02 -3.49157937e-02  1.64454505e-02 -1.82408895e-02
 -1.59326587e-02 -5.79102002e-02 -6.41314089e-02  3.07011255e-03
 -3.27956527e-02 -8.19197483e-03 -3.14318687e-02 -4.44811136e-02
  2.15929467e-02 -1.24199956e-03 -8.59799981e-03 -1.16238734e-04
 -3.17053609e-02  1.21106068e-02 -1.01460516e-03  1.18973970e-01
  1.52982725e-02 -6.52209576e-03  2.22310051e-02 -5.30642569e-02
  4.74240743e-02 -9.44075286e-02 -5.56143709e-02  4.50704731e-02
 -4.05103117e-02 -8.57345760e-02  4.76082563e-02 -2.52355300e-02
 -3.20284404e-02  3.62406150e-02 -1.06272198e-01  1.27484966e-02
  5.08218892e-02  9.93515365e-03 -9.85832885e-02  4.51944731e-02
 -3.27548459e-02  2.72064004e-02  5.23875207e-02 -4.83456515e-02
 -7.12961927e-02 -3.02041024e-02 -5.58811054e-03 -9.55329556e-03
 -3.94162536e-03 -1.85806118e-02 -4.18538563e-02  1.23937465e-02
  6.65965229e-02  1.93980392e-02 -6.55796379e-02 -4.78028804e-02
 -4.30760197e-02  2.66055297e-02 -1.17474228e-01  3.21725309e-02
 -4.59344648e-02  2.39943732e-02 -6.17387779e-02  3.98396961e-02
  1.09800361e-02 -2.02733129e-02 -4.36020986e-04 -1.40110433e-01
  5.27153723e-02  7.70245641e-02  2.88405810e-02  5.05694263e-02
 -1.24112323e-01 -6.66336808e-03 -6.20280243e-02  3.96379009e-02
  2.20668572e-03 -5.35455160e-02  9.12669860e-03  1.27160614e-02
 -1.82624180e-02  4.12917361e-02 -3.53216454e-02  7.35363662e-02
 -3.12777683e-02 -4.13094126e-02  9.78660658e-02  1.31194042e-02
  1.86228175e-02 -3.51110101e-02 -8.42797011e-02  9.36274007e-02
 -6.86843693e-02 -5.90413157e-03 -7.20263496e-02  9.54653509e-03
 -7.75315836e-02  3.98597121e-03 -1.22056091e-02  3.94558795e-02
 -1.08877197e-01 -6.57702461e-02  6.50793090e-02 -1.27746845e-02
  1.52064273e-02  6.77630082e-02 -1.49788978e-02 -6.38049096e-02
  4.88121249e-02  1.15091838e-02  3.32527384e-02  6.01701550e-02
 -2.42327657e-02 -1.28128920e-02 -1.54297752e-02 -1.13928692e-32
  2.91961851e-03 -8.12594721e-04  7.75697455e-02  3.17936279e-02
 -4.44713011e-02  2.73667313e-02 -9.25552845e-02  4.01526503e-02
 -2.00774819e-02 -7.59622157e-02 -7.81729072e-02  4.37893032e-04
  3.55024822e-02  1.42305344e-03  4.87893187e-02 -3.12130507e-02
  6.69673234e-02  1.06776580e-02 -6.92530051e-02 -7.12830648e-02
 -5.45535646e-02  4.59764302e-02  7.58062825e-02 -5.20188995e-02
  1.51411118e-02  6.12482242e-02  5.39162271e-02 -6.78256080e-02
 -7.77538717e-02 -3.30433771e-02  6.65957853e-02  7.57606281e-03
 -1.51157398e-02  4.29263152e-03  5.54432012e-02 -7.43639395e-02
 -5.27623892e-02 -3.47555727e-02 -5.49415052e-02  2.04309858e-02
 -7.17515452e-03  6.84479922e-02  4.57776152e-02  2.82311207e-03
  4.36354103e-03  1.00001413e-02 -8.53155032e-02 -8.09468329e-02
  4.02740687e-02 -1.84392824e-03 -1.12643868e-01  2.15418059e-02
  9.26376507e-03 -3.86296660e-02  1.64120607e-02 -1.91954337e-02
 -2.96448562e-02 -5.05891927e-02 -1.36910453e-01  1.18642218e-01
 -3.91431004e-02 -7.67943775e-03  5.05236257e-03 -7.23095238e-02
 -1.45272315e-02  8.12971592e-02 -7.63372555e-02  2.06107795e-02
  8.65068939e-03 -2.08962560e-02 -3.32734287e-02 -1.26760090e-02
  1.23663410e-03  4.09973636e-02  7.76404217e-02  3.84050794e-02
  5.30045815e-02 -2.11821613e-03 -8.95132199e-02 -7.10465852e-03
 -2.19677445e-02 -5.23626432e-03 -9.66723659e-04 -1.03383645e-01
 -9.98574793e-02 -6.54630736e-02 -2.41204053e-02 -2.95750331e-02
  2.02145102e-03 -3.18953134e-02  1.10835861e-03 -3.25178802e-02
 -1.21598328e-02 -3.67322229e-02 -6.42969906e-02 -2.89050424e-33
 -7.17259720e-02  3.12509090e-02 -4.32894863e-02 -7.94314891e-02
  1.92868114e-02 -1.30727412e-02 -7.48213455e-02  1.50501253e-02
 -3.18410918e-02 -1.11335125e-02  2.14241855e-02  5.83613180e-02
  2.64388863e-02 -1.48601472e-01  4.09104526e-02 -2.47443765e-02
  2.96793114e-02  1.39375418e-01 -1.27192795e-01  9.20858234e-03
 -3.85450013e-02  5.83163127e-02 -1.42376963e-03 -3.60021666e-02
 -5.16949445e-02 -8.31211135e-02 -2.45804563e-02 -7.56691694e-02
 -3.32387164e-02  4.47420813e-02 -5.86706772e-02 -2.88866200e-02
 -8.78517330e-02  7.08805621e-02  1.61984023e-02 -1.06774792e-01
 -3.93011933e-03 -8.07086751e-03 -2.62702890e-02 -1.72939859e-02
 -7.78694917e-03 -9.14049707e-03  2.85455436e-02 -6.41641319e-02
 -7.18517287e-04  2.45093107e-02  2.36447826e-02  1.09311990e-01
 -7.63202682e-02  8.57631769e-03  3.20946909e-02 -6.59560934e-02
  3.64852371e-03 -6.36477172e-02  3.08323726e-02 -4.37634252e-02
  2.64030378e-02  5.07665798e-02 -1.98767371e-02 -8.18225648e-03
  7.16252923e-02 -7.48379081e-02 -4.31079464e-03  3.28960083e-02
  2.72056740e-03 -1.03310689e-01  1.05689457e-02  3.36609371e-02
 -2.19370425e-02 -4.98279594e-02  4.05451395e-02 -7.46613070e-02
 -6.03102483e-02 -4.78002243e-04  1.51630705e-02  3.03183831e-02
 -3.69215682e-02 -5.47835231e-02 -5.84411249e-02  5.49586639e-02
 -9.91196707e-02  3.30382548e-02  1.97007023e-02 -1.21606397e-03
  3.41113210e-02 -4.30687144e-02  5.17533943e-02 -6.83677495e-02
  4.73811571e-03  1.39525291e-02 -9.03190821e-02  5.93303330e-02
 -3.88584659e-02  1.27955258e-03  1.54648395e-02 -4.65228851e-08
  8.44502226e-02 -6.45169690e-02  1.92287483e-03  4.66689654e-02
  2.83855237e-02  4.00409065e-02  3.55367288e-02  9.95329469e-02
 -1.47269582e-02  4.01887111e-02  2.49998714e-03  1.19502386e-02
  3.33712101e-02 -2.47682855e-02 -7.76691809e-02 -3.85011695e-02
  1.05310734e-02  2.80366298e-02  1.10261319e-02  2.09768340e-02
  3.56319025e-02 -1.44864256e-02  5.31176813e-02 -4.27736342e-02
 -4.75660302e-02 -8.25686008e-03 -5.17155183e-03  3.74877490e-02
 -3.32174487e-02 -5.33403158e-02  3.04359272e-02 -9.10808798e-03
  3.12965550e-02 -9.63583514e-02 -3.43025364e-02  5.56796975e-02
  3.09671629e-02  6.58876225e-02  1.24501437e-02 -7.86567945e-03
 -3.63448933e-02 -1.54161435e-02 -7.91495945e-03  4.68598343e-02
  2.25355402e-02  9.00631100e-02 -7.31837824e-02 -3.84543613e-02
 -3.77536602e-02 -3.67537104e-02 -6.30759895e-02  1.33975549e-03
 -2.12551728e-02 -1.50756747e-01 -6.96999878e-02 -5.51894568e-02
 -9.76078585e-02  2.56320741e-02  4.52919006e-02 -3.61624779e-03
  5.68855628e-02  1.49692986e-02 -1.42709650e-02  2.86355615e-02]"
1,"Temperature, Pressure and Density of the Earth’s Interior ................................................................. 28 8. Volcanoes .......................................................................................................................................... 29 Causes of earthquakes ....................................................................................................................... 29 Natural forces .................................................................................................................................... 30 Tectonics ............................................................................................................................................... 30 Wadati–Benioff zone ......................................................................................................................... 31",879,30,219.75,"[ 2.63881050e-02 -2.54815072e-02  5.94870374e-02  3.61702926e-02
  3.92039493e-02 -5.36458008e-02  4.82658520e-02  4.20048796e-02
  1.38527425e-02  4.70020436e-03 -7.62980722e-04 -1.15395516e-01
  8.16319883e-02 -5.56242280e-03 -4.78985440e-03 -8.12654346e-02
 -5.32005057e-02 -5.16386479e-02 -7.13353753e-02  1.02828434e-02
 -6.14596680e-02 -3.53427109e-04 -1.00974701e-01  1.13577442e-02
 -9.09813643e-02 -2.19693203e-02 -2.13909987e-02 -6.29121670e-03
 -4.11782116e-02  3.42801251e-02 -1.21485926e-02 -1.14987316e-02
  1.55015495e-02 -4.07200940e-02 -5.19769359e-03 -2.02399511e-02
 -4.14291695e-02 -5.99477720e-03 -7.73455054e-02  4.68766093e-02
 -2.10401174e-02 -1.42840087e-01  8.04593191e-02  5.89684676e-03
 -4.95273732e-02  4.14585724e-04 -4.85099182e-02 -4.86088693e-02
  1.21380780e-02 -3.26332152e-02 -5.92426620e-02  1.71341542e-02
 -7.64715821e-02 -5.43389050e-03 -3.11732627e-02 -8.92965049e-02
 -1.58109739e-02 -7.14097470e-02  1.75682735e-02 -6.82586292e-03
  9.79826134e-03  2.23173052e-02 -7.43026733e-02  5.64524643e-02
  8.89666677e-02 -8.31204653e-02  1.23801939e-02  1.35502648e-02
 -2.15870403e-02  2.73733195e-02  9.32278261e-02  3.35241146e-02
 -2.38320976e-03 -1.22916460e-01 -3.72324302e-03 -2.61358581e-02
 -4.17210646e-02 -3.12982239e-02 -3.57486568e-02 -5.06177135e-02
  5.29119447e-02  2.97407340e-02 -1.92436706e-02 -6.63591176e-02
 -1.09476864e-01  3.58420471e-03  7.14085996e-02  9.35620256e-03
 -6.97085038e-02 -1.08895740e-02  3.24178487e-02 -1.97327677e-02
  1.99620761e-02  1.06128365e-01  7.24349990e-02  1.17642321e-01
 -4.08991836e-02 -5.60571700e-02 -3.42137627e-02 -5.18828593e-02
 -7.32321516e-02  2.83441711e-02 -7.21425563e-02  6.81742206e-02
 -1.76272145e-03  5.40696457e-02 -4.68576439e-02  5.35838790e-02
 -4.69465889e-02  6.52311593e-02 -1.11785047e-02  2.27559824e-03
 -1.14426296e-02 -5.08476496e-02  3.70737873e-02  4.00635734e-04
  4.18672375e-02  4.15537274e-03 -3.11113447e-02 -3.99471968e-02
 -1.69038458e-03 -4.03851010e-02 -3.91595289e-02  4.06844169e-02
 -8.47509503e-03 -5.68254739e-02 -3.95339355e-02 -2.04671199e-32
 -3.30988248e-03 -6.62762076e-02 -3.36773284e-02 -1.90965440e-02
 -2.11794153e-02 -2.52187736e-02 -5.92848919e-02  9.38192848e-03
  6.26688264e-03 -5.06859794e-02 -7.05150217e-02 -8.83838534e-02
 -1.10440589e-02  4.43833470e-02 -8.76298398e-02 -7.43233040e-03
  8.91800597e-02  8.53082314e-02 -1.33821249e-01 -1.11443028e-02
 -4.68403734e-02 -6.79079816e-02 -1.54204136e-02  4.43838388e-02
 -3.53380255e-02 -2.33837720e-02  1.57172251e-02 -3.14502902e-02
 -1.26643807e-01 -3.60559970e-02  7.39327967e-02 -1.38189562e-03
  1.16391566e-04  3.88750732e-02 -1.17426403e-02 -1.56312529e-02
 -1.08956723e-02  2.41853260e-02 -5.52714504e-02  2.83380263e-02
 -1.04081847e-01 -2.14220881e-02  3.61536592e-02  1.05349608e-01
  5.84110841e-02 -2.80558020e-02 -2.56561302e-02  3.75036485e-02
 -2.46643480e-02  4.39776434e-03 -8.69520009e-02  9.13788378e-02
 -5.68466000e-02  3.16965692e-02  2.52548531e-02  3.18039358e-02
  2.53290124e-02 -1.01679757e-01 -9.92488265e-02  3.41560468e-02
 -1.22528095e-02  1.44125661e-02 -1.95699632e-02 -9.43493750e-03
  6.18650466e-02  2.35991105e-02  1.56084336e-02  1.23254778e-02
  2.54246662e-03  3.70867439e-02 -7.66763613e-02 -8.34262297e-02
  2.28919126e-02  1.81097481e-02 -2.42780615e-02 -1.70481279e-02
 -6.27500489e-02 -6.66078255e-02 -1.55025693e-02  3.37472633e-02
  2.14594193e-02  2.31327359e-02  3.84287685e-02 -1.09612525e-01
 -2.01493353e-02 -2.61773393e-02 -2.02039722e-02 -3.83236865e-03
  2.04327200e-02  3.54312435e-02 -6.21553548e-02 -6.39872551e-02
  1.97479520e-02  1.47561887e-02 -6.62610214e-03  6.10664907e-33
 -6.32013306e-02  1.45899551e-02 -9.97464433e-02 -5.67881241e-02
  1.46996658e-02 -7.14640319e-03 -2.93533895e-02  9.04529691e-02
 -4.00248263e-03 -1.11762696e-04  4.75921370e-02  6.98551089e-02
  6.11868426e-02 -7.80702829e-02  2.92759156e-03  3.18298070e-03
  5.29232882e-02  4.69711237e-02 -8.21584612e-02 -4.86793136e-03
  8.50687560e-04 -3.99241969e-03 -2.37119719e-02  1.15148146e-02
 -6.92967698e-02 -3.81122753e-02 -1.00947522e-01 -4.22560722e-02
 -7.75743276e-02  5.13512641e-02 -9.54819769e-02  9.98663977e-02
 -5.55225350e-02  1.44299818e-02 -9.32044312e-02 -3.40288244e-02
  3.07570584e-02 -3.06921322e-02  9.72577650e-03 -7.17641637e-02
  3.29176486e-02  5.97002544e-02  1.28709495e-01 -2.56765522e-02
 -5.39135048e-03  9.66261514e-03  4.82892320e-02  2.94951405e-02
  3.50531563e-02  1.85225364e-02  1.57248154e-02  3.28237675e-02
 -3.19844857e-02 -2.55988017e-02  2.17573736e-02  5.04762819e-03
 -4.39834483e-02  4.54782769e-02 -7.07938597e-02 -9.24953446e-02
  9.69635621e-02 -4.79861349e-03 -5.95825817e-03  1.82253104e-02
  1.55286510e-02 -3.12356278e-02  6.07433310e-03  1.54049573e-02
  6.85887113e-02  6.14971593e-02  9.78989620e-03  2.40290407e-04
 -1.81676261e-02 -4.97587472e-02  1.24584883e-02 -3.44443023e-02
  8.29838961e-03  5.53828403e-02 -3.60352248e-02 -1.43046109e-02
 -9.19738784e-02  6.44172579e-02  4.68690433e-02 -3.75155024e-02
  1.25749018e-02 -1.05852529e-01  7.36763105e-02 -8.57581124e-02
 -2.07082685e-02  6.35851026e-02 -7.18757063e-02  5.01225516e-02
 -2.09368132e-02 -6.77626133e-02  5.74129261e-02 -4.68524632e-08
  1.57071091e-02 -4.55030464e-02 -2.44333278e-02 -4.79531428e-03
  1.08323349e-02 -5.35881855e-02  3.76612023e-02  1.02990322e-01
 -3.05643049e-03  4.50009555e-02 -1.85877401e-02  7.21944049e-02
  3.71011570e-02  2.09239032e-02 -4.64782752e-02 -5.46687702e-03
 -1.24675613e-02 -7.87479617e-03 -3.95929553e-02 -9.53635871e-02
  6.87302649e-02 -5.76859415e-02 -1.00809233e-02  3.77445221e-02
  4.25496809e-02  1.29310312e-02  4.73515429e-02  2.55873939e-03
 -9.17228535e-02  4.03906778e-02  4.05381173e-02 -6.67861551e-02
 -5.26546594e-03 -1.05696216e-01  7.83150829e-03  1.00931279e-01
  7.11807376e-03  7.59287104e-02 -2.76339930e-02 -4.73312698e-02
 -1.60361659e-02 -3.63650993e-02 -3.81411649e-02  2.99694687e-02
  7.72856595e-03 -4.43456769e-02 -1.23048492e-01  1.01575620e-01
 -1.01657677e-02  5.36012165e-02 -3.28914002e-02 -5.69350133e-03
  7.67119601e-02 -6.24371730e-02  9.31161046e-02 -3.82723883e-02
  5.21036796e-03  5.60743175e-02  5.62357754e-02  6.22701384e-02
 -3.53517197e-02 -2.40041148e-02 -2.26997323e-02 -9.17059369e-03]"
